file,status,time_taken,max_memory_mb,timed_out,last_err_line,problem_name,verified,theorem_size
AndOrXor_2284_values_0.bwlang,SUCCESS,0.07,11.484375,False,[2026-04-15T14:52:25Z INFO  parabit] Reducing size,AndOrXor_2284_values_0,True,78
AndOrXor_1247_values_0.bwlang,SUCCESS,0.01,4.75,False,[2026-04-15T14:52:25Z INFO  parabit] Reducing size,AndOrXor_1247_values_0,True,26
AndOrXor_2581_values_0.bwlang,SUCCESS,0.02,5.875,False,[2026-04-15T14:52:25Z INFO  parabit] Reducing size,AndOrXor_2581_values_0,True,61
AndOrXor_1230_values_0.bwlang,SUCCESS,0.0,4.375,False,[2026-04-15T14:52:25Z INFO  parabit] Reducing size,AndOrXor_1230_values_0,True,26
AndOrXor_2627_values_0.bwlang,FAILED,12.63,6547.87890625,False,Command terminated by signal 6,AndOrXor_2627_values_0,True,
AddSub_1564_values_0.bwlang,SUCCESS,0.02,6.125,False,[2026-04-15T14:52:27Z INFO  parabit] Reducing size,AddSub_1564_values_0,True,30
AndOrXor_1294_values_0.bwlang,SUCCESS,0.54,31.73046875,False,[2026-04-15T14:52:27Z INFO  parabit] Reducing size,AndOrXor_1294_values_0,True,960
AndOrXor_2263_values_0.bwlang,SUCCESS,0.17,17.9375,False,[2026-04-15T14:52:28Z INFO  parabit] Reducing size,AndOrXor_2263_values_0,True,670
AndOrXor_2617_values_0.bwlang,SUCCESS,0.33,28.953125,False,[2026-04-15T14:52:28Z INFO  parabit] Reducing size,AndOrXor_2617_values_0,True,702
AddSub_1043_values_0.bwlang,SUCCESS,0.56,63.09765625,False,[2026-04-15T14:52:28Z INFO  parabit] Reducing size,AddSub_1043_values_0,True,657
AndOrXor_2416_values_0.bwlang,SUCCESS,0.01,4.375,False,[2026-04-15T14:52:29Z INFO  parabit] Reducing size,AndOrXor_2416_values_0,True,27
muldivrem_152_values_0.bwlang,SUCCESS,0.0,4.125,False,[2026-04-15T14:52:29Z INFO  parabit] Reducing size,muldivrem_152_values_0,True,19
AndOrXor_1346a_values_0.bwlang,FAILED,58.37,6952.66015625,False,Command terminated by signal 6,AndOrXor_1346a_values_0,True,
AndOrXor_2247_values_0.bwlang,SUCCESS,0.0,4.375,False,[2026-04-15T14:53:15Z INFO  parabit] Reducing size,AndOrXor_2247_values_0,True,26
AddSub_1624_values_0.bwlang,SUCCESS,0.12,21.9609375,False,[2026-04-15T14:53:15Z INFO  parabit] Reducing size,AddSub_1624_values_0,True,42
AndOrXor_2417_values_0.bwlang,SUCCESS,0.01,4.375,False,[2026-04-15T14:53:15Z INFO  parabit] Reducing size,AndOrXor_2417_values_0,True,27
Select_1100_values_0.bwlang,SUCCESS,0.0,4.0,False,[2026-04-15T14:53:15Z INFO  parabit] Reducing size,Select_1100_values_0,True,10
AddSub_1165_values_0.bwlang,SUCCESS,0.01,5.125,False,[2026-04-15T14:53:15Z INFO  parabit] Reducing size,AddSub_1165_values_0,True,29
AndOrXor_2430_values_0.bwlang,SUCCESS,0.0,4.375,False,[2026-04-15T14:53:15Z INFO  parabit] Reducing size,AndOrXor_2430_values_0,True,26
AndOrXor_1388_values_0.bwlang,FAILED,1.46,739.046875,False,Command exited with non-zero status 101,AndOrXor_1388_values_0,True,
AndOrXor_2285_values_0.bwlang,FAILED,68.47,8189.0625,False,Command terminated by signal 6,AndOrXor_2285_values_0,True,
AndOrXor_1241_values_0.bwlang,SUCCESS,0.01,4.75,False,[2026-04-15T14:53:37Z INFO  parabit] Reducing size,AndOrXor_1241_values_0,True,29
AddSub_1098_values_0.bwlang,FAILED,14.4,7261.09375,False,Command terminated by signal 6,AddSub_1098_values_0,True,
AndOrXor_1346b_values_0.bwlang,SUCCESS,0.0,4.375,False,[2026-04-15T14:53:52Z INFO  parabit] Reducing size,AndOrXor_1346b_values_0,True,17
AndOrXor_144_values_0.bwlang,SUCCESS,0.0,4.5,False,[2026-04-15T14:53:52Z INFO  parabit] Reducing size,AndOrXor_144_values_0,True,31
AddSub_1295_values_0.bwlang,SUCCESS,0.61,94.4375,False,[2026-04-15T14:53:53Z INFO  parabit] Reducing size,AddSub_1295_values_0,True,93
AndOrXor_2264_values_0.bwlang,SUCCESS,0.29,45.0390625,False,[2026-04-15T14:53:53Z INFO  parabit] Reducing size,AndOrXor_2264_values_0,True,138
muldivrem_229_values_0.bwlang,SUCCESS,0.02,4.75,False,[2026-04-15T14:53:53Z INFO  parabit] Reducing size,muldivrem_229_values_0,True,21
AddSub_1560_values_0.bwlang,SUCCESS,0.0,4.25,False,[2026-04-15T14:53:53Z INFO  parabit] Reducing size,AddSub_1560_values_0,True,20
AndOrXor_2113_values_0.bwlang,SUCCESS,0.01,5.625,False,[2026-04-15T14:53:53Z INFO  parabit] Reducing size,AndOrXor_2113_values_0,True,61
AndOrXor_2297_values_0.bwlang,SUCCESS,0.03,7.62109375,False,[2026-04-15T14:53:53Z INFO  parabit] Reducing size,AndOrXor_2297_values_0,True,59
AddSub_1539_2_values_0.bwlang,SUCCESS,0.0,4.125,False,[2026-04-15T14:53:54Z INFO  parabit] Reducing size,AddSub_1539_2_values_0,True,17
AndOrXor_2647_values_0.bwlang,FAILED,51.51,8184.7890625,False,Command terminated by signal 6,AndOrXor_2647_values_0,True,
AndOrXor_2475_values_0.bwlang,SUCCESS,252.54,3500.78515625,False,[2026-04-15T14:56:36Z INFO  parabit] Reducing size,AndOrXor_2475_values_0,True,531
AndOrXor_2265_values_0.bwlang,SUCCESS,4.15,557.47265625,False,[2026-04-15T14:56:41Z INFO  parabit] Reducing size,AndOrXor_2265_values_0,True,794
AndOrXor_2607_values_0.bwlang,SUCCESS,2.05,100.25,False,[2026-04-15T14:56:42Z INFO  parabit] Reducing size,AndOrXor_2607_values_0,True,3625
AddSub_1164_values_0.bwlang,SUCCESS,0.0,4.25,False,[2026-04-15T14:56:44Z INFO  parabit] Reducing size,AddSub_1164_values_0,True,18
AndOrXor_1280_values_0.bwlang,SUCCESS,0.01,5.875,False,[2026-04-15T14:56:44Z INFO  parabit] Reducing size,AndOrXor_1280_values_0,True,22
AndOrXor_2595_values_0.bwlang,SUCCESS,0.05,9.484375,False,[2026-04-15T14:56:44Z INFO  parabit] Reducing size,AndOrXor_2595_values_0,True,255
AndOrXor_2231_values_0.bwlang,FAILED,219.12,7847.95703125,False,Command terminated by signal 6,AndOrXor_2231_values_0,True,
AndOrXor_1288_values_0.bwlang,FAILED,360,4767.96875,False,Command exited with non-zero status 124,AndOrXor_1288_values_0,True,
